"MERITVE",OBČINE,2021 Bruto prejeti dohodek - SKUPAJ,2021 Dohodek iz dela,2021 Pokojnine,"2021 Starševska nadomestila, družinski in socialni prejemki","2021 Dohodek iz premoženja, kapitala in drugi prejemki"
"Povprečno na prejemnika dohodka, bruto (EUR)",Hrpelje - Kozina,18565.27,19361.33,8909.56,2341.03,1606.77
"Povprečno na prejemnika dohodka, bruto (EUR)",Idrija,18539.74,19678.21,9079.16,2425.58,2423.92
"Povprečno na prejemnika dohodka, bruto (EUR)",Ig,18809.90,20074.91,9386.91,2891.24,1759.33
"Povprečno na prejemnika dohodka, bruto (EUR)",Ilirska Bistrica,16914.14,18119.14,8256.88,2363.25,923.48
"Povprečno na prejemnika dohodka, bruto (EUR)",Ivančna Gorica,19404.76,19820.06,8727.32,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Izola/Isola,17790.69,19484.59,9455.18,2584.54,3309.64
"Povprečno na prejemnika dohodka, bruto (EUR)",Jesenice,16530.20,19096.74,8249.04,2349.69,937.51
"Povprečno na prejemnika dohodka, bruto (EUR)",Jezersko,20157.23,22425.10,9431.19,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Juršinci,15273.70,16423.27,7537.20,2538.02,869.28
"Povprečno na prejemnika dohodka, bruto (EUR)",Kamnik,18604.82,20305.55,9095.66,2377.52,2736.36
"Povprečno na prejemnika dohodka, bruto (EUR)",Kanal,16099.02,17256.03,8679.51,2418.24,1600.80
"Povprečno na prejemnika dohodka, bruto (EUR)",Kidričevo,16753.45,18671.27,7958.69,2397.58,1288.99
"Povprečno na prejemnika dohodka, bruto (EUR)",Kobarid,16565.33,16735.71,8802.32,2456.23,1152.98
"Povprečno na prejemnika dohodka, bruto (EUR)",Kobilje,15561.05,16382.94,7481.61,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Kočevje,16281.36,19371.36,8158.09,2859.86,1330.96
"Povprečno na prejemnika dohodka, bruto (EUR)",Komen,17779.19,18697.07,9044.15,2224.28,1773.59
"Povprečno na prejemnika dohodka, bruto (EUR)",Komenda,21399.49,22566.39,9431.29,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Koper/Capodistria,18255.95,20163.01,9263.79,2461.23,2491.49
"Povprečno na prejemnika dohodka, bruto (EUR)",Kostanjevica na Krki,18352.93,19724.91,7923.84,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Kostel,17477.51,19093.64,8778.93,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Kozje,14942.62,15153.74,7535.49,2514.54,1084.48
"Povprečno na prejemnika dohodka, bruto (EUR)",Kranj,18791.33,21113.93,9526.98,2496.14,2000.02
"Povprečno na prejemnika dohodka, bruto (EUR)",Kranjska Gora,25459.66,26256.15,10947.80,2199.23,7126.47
"Povprečno na prejemnika dohodka, bruto (EUR)",Križevci,15693.60,17104.12,7718.26,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Krško,17848.56,19188.39,8613.78,2652.43,1721.88
"Povprečno na prejemnika dohodka, bruto (EUR)",Kungota,16629.99,19165.58,8162.74,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Kuzma,13198.01,14503.85,8693.46,3013.58,924.60
"Povprečno na prejemnika dohodka, bruto (EUR)",Laško,16277.95,17296.86,8618.59,2419.42,2239.66
"Povprečno na prejemnika dohodka, bruto (EUR)",Lenart,16932.71,19496.56,8294.18,2714.37,1525.92
"Povprečno na prejemnika dohodka, bruto (EUR)",Lendava/Lendva,15684.17,18238.32,8345.75,2670.61,1320.14
"Povprečno na prejemnika dohodka, bruto (EUR)",Litija,17649.54,19615.66,8607.24,2421.43,1282.18
"Povprečno na prejemnika dohodka, bruto (EUR)",Ljubljana,20250.77,21942.29,10629.81,2550.26,3332.28
"Povprečno na prejemnika dohodka, bruto (EUR)",Ljubno,15502.59,16499.01,7895.45,2678.15,1029.02
"Povprečno na prejemnika dohodka, bruto (EUR)",Ljutomer,15684.72,17567.29,8021.65,2488.04,1386.91
"Povprečno na prejemnika dohodka, bruto (EUR)",Log - Dragomer,20950.13,22878.73,11435.05,2378.93,2891.36
"Povprečno na prejemnika dohodka, bruto (EUR)",Logatec,19279.45,20645.46,8946.99,2496.71,1720.87
"Povprečno na prejemnika dohodka, bruto (EUR)",Loška dolina,15703.37,15953.06,8758.30,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Loški Potok,16221.76,16166.45,8117.20,2366.98,457.54
"Povprečno na prejemnika dohodka, bruto (EUR)",Lovrenc na Pohorju,16304.01,18986.88,7936.35,2384.12,792.61
"Povprečno na prejemnika dohodka, bruto (EUR)",Luče,14054.28,14949.68,7320.78,2465.10,735.83
"Povprečno na prejemnika dohodka, bruto (EUR)",Lukovica,18280.12,19363.37,8531.42,2624.91,1558.31
"Povprečno na prejemnika dohodka, bruto (EUR)",Majšperk,16346.52,17899.86,7549.45,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Makole,15778.81,17044.94,7651.75,2318.34,1091.69
"Povprečno na prejemnika dohodka, bruto (EUR)",Maribor,16967.38,19850.09,9314.41,2530.50,2173.38
"Povprečno na prejemnika dohodka, bruto (EUR)",Markovci,17083.65,18684.11,7569.31,2327.37,1148.52
"Povprečno na prejemnika dohodka, bruto (EUR)",Medvode,20311.28,22428.07,10075.99,2480.83,2877.69
"Povprečno na prejemnika dohodka, bruto (EUR)",Mengeš,19861.47,22024.97,9600.90,2544.01,3200.59
"Povprečno na prejemnika dohodka, bruto (EUR)",Metlika,16477.64,17961.94,8054.41,2809.45,1745.97
"Povprečno na prejemnika dohodka, bruto (EUR)",Mežica,20329.60,20681.35,8788.05,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Miklavž na Dravskem polju,17581.27,20839.77,8665.32,2195.87,2050.44
"Povprečno na prejemnika dohodka, bruto (EUR)",Miren - Kostanjevica,17259.60,19117.59,8983.52,2369.80,1756.71
"Povprečno na prejemnika dohodka, bruto (EUR)",Mirna,19826.06,20285.36,8443.32,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Mirna Peč,18998.06,19922.19,8244.55,2521.47,1709.73
"Povprečno na prejemnika dohodka, bruto (EUR)",Mislinja,17578.12,18657.84,8647.84,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Mokronog - Trebelno,17847.99,18774.42,7798.38,2691.71,1812.79
"Povprečno na prejemnika dohodka, bruto (EUR)",Moravče,18189.79,19159.83,8629.88,2370.82,1072.79
"Povprečno na prejemnika dohodka, bruto (EUR)",Moravske Toplice,15665.10,15853.58,8059.93,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Mozirje,17550.97,19079.43,8781.64,2606.13,2070.75
"Povprečno na prejemnika dohodka, bruto (EUR)",Murska Sobota,17198.46,19744.31,9431.29,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Muta,17121.91,20116.19,7917.05,2247.66,1245.23
"Povprečno na prejemnika dohodka, bruto (EUR)",Naklo,19172.83,20786.94,9665.99,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Nazarje,16463.61,17570.13,7978.92,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Nova Gorica,17432.65,19002.60,9847.43,2364.09,1979.91
"Povprečno na prejemnika dohodka, bruto (EUR)",Novo mesto,20456.32,22170.45,9531.03,2715.68,2409.83
"Povprečno na prejemnika dohodka, bruto (EUR)",Odranci,15518.29,16705.53,7699.23,2300.24,438.34
"Povprečno na prejemnika dohodka, bruto (EUR)",Oplotnica,16689.10,18606.66,7476.00,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Ormož,15808.58,17178.04,7946.69,2519.48,1006.09
"Povprečno na prejemnika dohodka, bruto (EUR)",Osilnica,14191.21,14881.90,8112.25,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Pesnica,16332.65,18528.17,7969.00,2389.81,3118.94
"Povprečno na prejemnika dohodka, bruto (EUR)",Piran/Pirano,17930.18,18869.75,10079.57,2598.66,4387.89
"Povprečno na prejemnika dohodka, bruto (EUR)",Pivka,17230.27,17489.32,8427.82,2359.40,983.31
"Povprečno na prejemnika dohodka, bruto (EUR)",Podčetrtek,15701.99,16205.87,7509.89,2606.98,2306.04
"Povprečno na prejemnika dohodka, bruto (EUR)",Podlehnik,15242.74,16530.75,6957.08,2714.78,473.39
"Povprečno na prejemnika dohodka, bruto (EUR)",Podvelka,14674.13,17095.21,7285.06,2420.12,856.04
"Povprečno na prejemnika dohodka, bruto (EUR)",Poljčane,15930.88,18627.67,8094.41,2472.88,1285.44
"Povprečno na prejemnika dohodka, bruto (EUR)",Polzela,18375.17,21233.52,8772.79,2490.83,2497.81
"Povprečno na prejemnika dohodka, bruto (EUR)",Postojna,18463.67,19724.75,8991.56,2472.77,1868.42
"Povprečno na prejemnika dohodka, bruto (EUR)",Prebold,18156.59,20653.90,8674.45,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Preddvor,19378.61,21012.30,9385.56,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Prevalje,17778.02,20842.97,8456.87,2485.38,2560.70
"Povprečno na prejemnika dohodka, bruto (EUR)",Ptuj,17776.56,20251.52,9017.62,2522.33,2747.46
"Povprečno na prejemnika dohodka, bruto (EUR)",Puconci,15131.20,15259.20,7968.94,2855.92,751.60
"Povprečno na prejemnika dohodka, bruto (EUR)",Rače - Fram,18108.28,21059.30,8547.07,2366.68,1740.41
"Povprečno na prejemnika dohodka, bruto (EUR)",Radeče,17034.48,18648.95,8838.42,2374.14,948.86
"Povprečno na prejemnika dohodka, bruto (EUR)",Radenci,16095.95,18460.08,9132.44,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Radlje ob Dravi,16478.75,19566.78,7875.22,2271.00,1281.73
"Povprečno na prejemnika dohodka, bruto (EUR)",Radovljica,18828.10,20619.61,9522.80,2583.53,2486.27
"Povprečno na prejemnika dohodka, bruto (EUR)",Ravne na Koroškem,17740.15,21033.31,8611.77,2288.27,1220.91
"Povprečno na prejemnika dohodka, bruto (EUR)",Razkrižje,15657.91,16768.93,7518.25,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Rečica ob Savinji,16382.63,17752.93,8078.91,2784.79,742.58
"Povprečno na prejemnika dohodka, bruto (EUR)",Renče - Vogrsko,17073.35,19026.89,9517.11,2455.47,1457.10
"Povprečno na prejemnika dohodka, bruto (EUR)",Ribnica,18379.48,19079.83,8523.57,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Ribnica na Pohorju,15143.83,17377.29,7170.77,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Rogaška Slatina,15827.49,17695.53,8181.33,2407.09,2371.37
"Povprečno na prejemnika dohodka, bruto (EUR)",Rogašovci,13137.60,13503.09,8280.07,3452.98,460.12
"Povprečno na prejemnika dohodka, bruto (EUR)",Rogatec,14948.90,16392.55,7009.51,2555.69,1043.36
"Povprečno na prejemnika dohodka, bruto (EUR)",Ruše,16755.13,19870.41,8515.21,2320.01,2710.68
"Povprečno na prejemnika dohodka, bruto (EUR)",Selnica ob Dravi,17477.80,18732.05,8425.29,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Semič,16777.32,17161.58,7930.38,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Sevnica,17123.22,18256.44,8340.02,2617.23,1421.68
"Povprečno na prejemnika dohodka, bruto (EUR)",Sežana,17498.40,18322.27,9761.54,2592.51,2205.67
"Povprečno na prejemnika dohodka, bruto (EUR)",Slovenj Gradec,17958.77,20043.28,8699.50,2457.53,2019.78
"Povprečno na prejemnika dohodka, bruto (EUR)",Slovenska Bistrica,18019.40,20137.33,8437.70,2477.84,3216.73
"Povprečno na prejemnika dohodka, bruto (EUR)",Slovenske Konjice,17169.03,18886.82,8173.32,2515.60,3015.67
"Povprečno na prejemnika dohodka, bruto (EUR)",Sodražica,17277.53,17552.85,8213.04,2509.86,1220.13
"Povprečno na prejemnika dohodka, bruto (EUR)",Solčava,13672.57,14400.46,7720.71,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Središče ob Dravi,15497.97,16322.79,7961.77,2780.14,1402.15
"Povprečno na prejemnika dohodka, bruto (EUR)",Starše,16559.83,18734.94,7875.39,2318.18,1535.18
"Povprečno na prejemnika dohodka, bruto (EUR)",Straža,18678.22,20547.90,8684.82,2161.90,1654.37
"Povprečno na prejemnika dohodka, bruto (EUR)",Sveta Ana,15515.84,16810.41,7029.93,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Sveta Trojica v Slov. goricah,16581.78,17880.53,7586.10,2181.45,906.51
"Povprečno na prejemnika dohodka, bruto (EUR)",Sveti Andraž v Slov. goricah,16189.76,17131.41,6657.36,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Sveti Jurij ob Ščavnici,15141.49,16563.57,7266.08,2909.86,740.77
"Povprečno na prejemnika dohodka, bruto (EUR)",Sveti Jurij v Slov. goricah,15245.99,16033.04,7115.52,2369.93,948.16
"Povprečno na prejemnika dohodka, bruto (EUR)",Sveti Tomaž,15092.30,15545.37,7175.61,2668.50,433.88
"Povprečno na prejemnika dohodka, bruto (EUR)",Šalovci,14155.27,12771.31,8103.66,2596.74,501.79
"Povprečno na prejemnika dohodka, bruto (EUR)",Šempeter - Vrtojba,18193.66,20152.28,10224.53,2296.76,2428.52
"Povprečno na prejemnika dohodka, bruto (EUR)",Šenčur,19840.90,21247.34,9334.45,2418.93,4023.50
"Povprečno na prejemnika dohodka, bruto (EUR)",Šentilj,16311.83,19406.69,8461.83,2589.19,1229.99
"Povprečno na prejemnika dohodka, bruto (EUR)",Šentjernej,18776.35,19942.57,7678.00,2892.16,1436.26
"Povprečno na prejemnika dohodka, bruto (EUR)",Šentjur,17054.14,18357.10,8134.74,2469.52,1869.04
"Povprečno na prejemnika dohodka, bruto (EUR)",Šentrupert,15885.13,16121.62,7985.73,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Škocjan,17727.04,18135.47,7691.93,3240.30,1355.70
"Povprečno na prejemnika dohodka, bruto (EUR)",Škofja Loka,20041.56,21288.03,9552.98,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Škofljica,21445.83,23175.75,9909.03,2515.02,3475.74
"Povprečno na prejemnika dohodka, bruto (EUR)",Šmarje pri Jelšah,16153.39,17356.58,7707.25,2640.24,1263.24
"Povprečno na prejemnika dohodka, bruto (EUR)",Šmarješke Toplice,19886.90,21088.56,8823.53,2466.91,1775.92
"Povprečno na prejemnika dohodka, bruto (EUR)",Šmartno ob Paki,17965.59,19788.60,8617.54,2439.25,934.83
"Povprečno na prejemnika dohodka, bruto (EUR)",Šmartno pri Litiji,16804.29,18208.19,8230.83,2555.58,939.37
"Povprečno na prejemnika dohodka, bruto (EUR)",Šoštanj,17142.88,18801.44,8839.15,2561.21,1094.46
"Povprečno na prejemnika dohodka, bruto (EUR)",Štore,15940.72,18026.11,8274.25,2444.71,1656.96
"Povprečno na prejemnika dohodka, bruto (EUR)",Tabor,17913.94,19997.48,7459.05,2262.84,1154.80
"Povprečno na prejemnika dohodka, bruto (EUR)",Tišina,15026.27,16128.31,7799.00,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Tolmin,16808.18,17748.69,8701.21,2564.87,2493.61
"Povprečno na prejemnika dohodka, bruto (EUR)",Trbovlje,16777.37,19772.84,9147.64,2483.20,1575.79
"Povprečno na prejemnika dohodka, bruto (EUR)",Trebnje,19264.72,20457.48,8368.65,2610.14,1972.98
"Povprečno na prejemnika dohodka, bruto (EUR)",Trnovska vas,15899.36,16914.69,7304.05,2478.80,480.59
"Povprečno na prejemnika dohodka, bruto (EUR)",Trzin,22230.40,23691.97,11676.13,2262.53,4808.13
"Povprečno na prejemnika dohodka, bruto (EUR)",Tržič,17623.96,20018.28,8970.27,2313.06,2397.39
"Povprečno na prejemnika dohodka, bruto (EUR)",Turnišče,15825.02,17988.99,7525.76,2326.16,828.93
"Povprečno na prejemnika dohodka, bruto (EUR)",Velenje,17611.10,19473.37,9548.40,2527.78,1054.69
"Povprečno na prejemnika dohodka, bruto (EUR)",Velika Polana,15430.52,16468.32,7570.01,2171.75,565.91
"Povprečno na prejemnika dohodka, bruto (EUR)",Velike Lašče,18696.81,19303.41,8923.74,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Veržej,16372.46,17778.30,8521.41,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Videm,16418.40,17284.49,7482.06,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Vipava,17445.08,18283.02,8587.67,2828.59,2042.63
"Povprečno na prejemnika dohodka, bruto (EUR)",Vitanje,16079.22,17195.94,7403.19,2578.56,1654.20
"Povprečno na prejemnika dohodka, bruto (EUR)",Vodice,21032.16,23335.77,9206.48,2274.61,2069.87
"Povprečno na prejemnika dohodka, bruto (EUR)",Vojnik,16959.14,18347.25,8387.51,2517.27,1712.05
"Povprečno na prejemnika dohodka, bruto (EUR)",Vransko,17240.85,19144.51,7771.31,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Vrhnika,19216.10,21048.13,9546.66,2421.32,2305.42
"Povprečno na prejemnika dohodka, bruto (EUR)",Vuzenica,17145.45,19320.20,8007.08,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Zagorje ob Savi,17612.12,19588.35,8833.32,2506.18,1052.05
"Povprečno na prejemnika dohodka, bruto (EUR)",Zavrč,16768.72,18677.39,6985.35,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Zreče,17350.54,18936.99,8106.71,2560.14,2924.98
"Povprečno na prejemnika dohodka, bruto (EUR)",Žalec,17150.40,19325.75,8887.13,2508.35,2496.41
"Povprečno na prejemnika dohodka, bruto (EUR)",Železniki,18459.85,19460.80,8445.77,2600.51,1056.97
"Povprečno na prejemnika dohodka, bruto (EUR)",Žetale,15585.36,15659.07,6774.55,2711.97,956.67
"Povprečno na prejemnika dohodka, bruto (EUR)",Žiri,18066.53,19195.27,8783.26,z,z
"Povprečno na prejemnika dohodka, bruto (EUR)",Žirovnica,19668.81,21897.13,9910.73,2226.13,1533.33
"Povprečno na prejemnika dohodka, bruto (EUR)",Žužemberk,17524.25,17858.08,7302.69,2389.10,1159.18
"Mediana bruto dohodka prebivalcev (EUR)",SLOVENIJA,10565.85,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Ajdovščina,10550.50,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Ankaran/Ancarano,12097.23,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Apače,7525.93,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Beltinci,9333.36,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Benedikt,9363.63,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Bistrica ob Sotli,8916.89,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Bled,10758.96,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Bloke,11516.55,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Bohinj,10893.82,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Borovnica,10866.48,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Bovec,10473.26,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Braslovče,10397.64,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Brda,9720.96,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Brezovica,11116.82,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Brežice,9947.76,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Cankova,7954.63,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Celje,10695.87,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Cerklje na Gorenjskem,10885.91,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Cerknica,11537.16,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Cerkno,11000.04,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Cerkvenjak,9277.45,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Cirkulane,9909.42,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Črenšovci,8669.28,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Črna na Koroškem,10425.30,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Črnomelj,9839.91,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Destrnik,9597.85,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Divača,10864.70,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Dobje,9895.55,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Dobrepolje,10610.56,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Dobrna,10466.34,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Dobrova - Polhov Gradec,10506.60,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Dobrovnik/Dobronak,8907.57,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Dol pri Ljubljani,11585.76,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Dolenjske Toplice,11072.58,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Domžale,11431.48,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Dornava,10598.09,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Dravograd,10775.77,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Duplek,9377.59,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Gorenja vas - Poljane,9931.57,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Gorišnica,10164.86,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Gorje,9723.97,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Gornja Radgona,8763.08,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Gornji Grad,9717.73,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Gornji Petrovci,8152.19,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Grad,7094.10,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Grosuplje,11588.41,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Hajdina,10255.28,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Hoče - Slivnica,10054.28,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Hodoš/Hodos,7179.71,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Horjul,11041.32,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Hrastnik,10516.48,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Hrpelje - Kozina,10432.27,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Idrija,11788.97,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Ig,10850.12,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Ilirska Bistrica,10385.79,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Ivančna Gorica,11295.45,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Izola/Isola,10251.36,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Jesenice,10157.74,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Jezersko,11152.99,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Juršinci,8625.28,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Kamnik,10845.72,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Kanal,10177.77,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Kidričevo,10378.22,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Kobarid,10265.52,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Kobilje,9103.86,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Kočevje,9695.36,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Komen,9786.57,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Komenda,11213.85,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Koper/Capodistria,10614.84,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Kostanjevica na Krki,10427.17,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Kostel,9745.40,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Kozje,9036.31,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Kranj,11030.17,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Kranjska Gora,13209.81,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Križevci,9167.50,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Krško,10563.62,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Kungota,9082.15,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Kuzma,5194.50,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Laško,10452.91,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Lenart,9602.24,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Lendava/Lendva,9311.63,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Litija,10831.06,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Ljubljana,11163.60,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Ljubno,9203.70,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Ljutomer,9116.84,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Log - Dragomer,12459.91,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Logatec,11066.30,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Loška dolina,10335.72,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Loški Potok,10292.68,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Lovrenc na Pohorju,9634.22,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Luče,8484.48,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Lukovica,10919.88,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Majšperk,9559.92,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Makole,9233.51,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Maribor,9727.28,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Markovci,10244.28,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Medvode,11648.14,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Mengeš,11544.25,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Metlika,9644.64,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Mežica,10945.88,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Miklavž na Dravskem polju,10296.05,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Miren - Kostanjevica,10440.12,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Mirna,12050.06,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Mirna Peč,10887.20,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Mislinja,11234.64,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Mokronog - Trebelno,10172.84,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Moravče,10823.64,...,...,...,...
"Mediana bruto dohodka prebivalcev (EUR)",Moravske Toplice,9387.12,...,...,...,...
